"","ID","ID-IC","Name","State-District","Long","Lat","1901","1911","1921","1931","1941","1951","1961","1981","1991","2001","2011"
"1352","Bal14313","Bal98","Bali","09_08",77.2860962506999,28.9697062428,NA,NA,NA,NA,NA,NA,NA,15806,16655,35853,40534
"1353","Nar5886","Nar2725","Narayangaon","27_25",73.971652,19.118451,NA,NA,NA,NA,NA,NA,16208,24779,29324,33267,40514
"1354","Man734","Man3315","Manapparai","33_15",78.425876,10.607657,NA,NA,NA,NA,NA,NA,17441,27252,31837,35770,40510
"1355","Cha2048","Cha2923","Channarayapatna","29_23",76.385336,12.905616,NA,NA,NA,NA,NA,NA,14024,20623,23435,34515,40417
"1356","Rat12551","Rat610","Ratia","06_10",75.577515,29.688096,NA,NA,NA,NA,NA,NA,12375,23323,24510,31904,40395
"1357","Pan13684","Pan1911","Panitar","19_11",88.91519,22.676184,NA,NA,NA,NA,NA,NA,16902,28375,29590,35664,40381
"1358","Bir18300","Bir954","BirdpurNo13","09_54",83.093835,27.331147,NA,NA,NA,NA,NA,NA,13830,22283,24990,31762,40369
"1359","Vel892","Vel3310","Vellakoil","33_10",77.711439,10.94272,NA,NA,NA,NA,NA,NA,14393,25701,28878,34438,40359
"1360","Sab9528","Sab2302","Sabalgarh","23_02",77.406814,26.247599,NA,NA,NA,NA,NA,NA,16459,23854,25928,34039,40333
"1361","Bha5146","Bha2905","Bhalki","29_05",77.216976,18.049503,NA,NA,NA,NA,NA,NA,12514,26070,26876,35093,40333
"1362","Mar15998","Mar1009","Maranga","10_09",87.451401,25.713762,NA,NA,NA,NA,NA,NA,NA,13620,15609,25051,40204
"1363","mai-45","mai-13","Maihar","23_13",80.7604,24.2596,NA,NA,NA,NA,NA,10340,12764,20261,26216,34342,40192
"1364","Ond14099","Ond1909","Ondal","19_09",87.1884,23.5719,NA,NA,NA,NA,NA,18700,18571,32667,33743,36982,40166
"1365","Wok17531","Wok1305","Wokha","13_05",94.262212,26.093876,NA,NA,NA,NA,NA,NA,11183,15546,16386,41638,40155
"1366","Jaj7091","Jaj2113","Jajapur","21_13",86.3371,20.8542,12200,12300,11100,10700,11200,11100,16025,26842,29473,34444,40131
"1367","Akk4865","Akk2730","Akkalkot","27_30",76.2058,17.5262,NA,NA,NA,10900,13900,18200,16559,26284,35237,38213,40103
"1368","Kin6006","Kin2715","Kinwat","27_15",78.197372,19.626344,NA,NA,NA,NA,NA,NA,13504,20101,25616,32935,40054
"1369","Mal2038","Mal2706","Malur","27_06",77.3493,20.313267,NA,NA,NA,NA,NA,NA,NA,15093,21037,27815,40050
"1370","Mel488","Mel3324","Melur","33_24",78.3382,10.0324,10100,10000,NA,NA,NA,14100,16038,26292,32878,33881,40017
"1371","Nau11827","Nau906","NaugawanSadat","09_06",78.403559,29.002482,NA,NA,NA,NA,NA,NA,12043,21170,23282,31604,39978
"1372","Ama5647","Ama2811","Amadalavalasa","28_11",83.902332,18.410012,NA,NA,NA,NA,NA,NA,19372,30268,34395,37931,39799
"1373","Vya6554","Vya2422","Vyara","24_22",73.391433,21.110623,NA,NA,NA,NA,NA,13400,19051,28435,30908,36226,39789
"1374","Par41303000","Par3213","Paravoor","32_13",76.230531,10.140487,NA,NA,NA,NA,NA,NA,NA,35600,37200,38700,39749
"1375","Wai5170","Wai2731","Wai","27_31",73.889453,17.953545,14000,NA,10300,11800,14900,16100,18222,26533,32695,38208,39727
"1376","Sam12140","Sam607","Samalkha","06_07",77.008759,29.237448,NA,NA,NA,NA,NA,NA,10369,17281,18384,29866,39710
"1377","Por9868","Por2302","Porsa","23_02",78.3726,26.6709,NA,NA,NA,NA,NA,NA,NA,22100,23021,33103,39669
"1378","Kov4435","Kov2815","Kovvur","28_15",81.729955,17.016859,NA,NA,NA,NA,10700,11600,17254,28756,36061,39372,39667
"1379","Suk16641","Suk1006","SukhpurSolhani","10_06",86.542388,26.062972,NA,NA,NA,NA,NA,NA,16023,26265,30918,31764,39658
"1380","Ban6996","Ban2117","Banapur","21_17",85.17022,19.780956,NA,NA,NA,NA,NA,NA,18754,26369,29391,35736,39641
"1381","Kan440","Kan3324","Kannanendal","33_24",78.188228,9.960502,NA,NA,NA,NA,NA,NA,NA,13392,17098,23732,39634
"1382","Nij15138","Nij1906","NijganParanpur","19_06",87.969529,25.152463,NA,NA,NA,NA,NA,NA,20562,37831,40377,31979,39612
"1383","Bil9556","Bil815","Bilara","08_15",73.7077,26.181,NA,NA,NA,NA,NA,10300,11283,24006,31157,38661,39590
"1384","Rad8493","Rad2403","Radhanpur","24_03",71.611024,23.828808,11900,11600,10000,11300,12000,12000,16463,23860,24101,32191,39558
"1385","Nal826","Nal326","Nalleppilly","32_06",76.8167131923,10.7542844897,NA,NA,NA,NA,NA,NA,25235,34568,37565,39110,39536
"1386","Bha8266","Bha2401","Bhachau","24_01",70.343214,23.295832,18100,15300,13600,15200,NA,NA,NA,16567,18408,25389,39532
"1387","Vad1270","Vad3318","Vadalur","33_18",79.553942,11.55586,NA,NA,NA,NA,NA,NA,NA,19012,22676,26016,39514
"1388","Baz11994","Baz512","Bazpur","05_12",79.154504,29.160434,NA,NA,NA,NA,NA,NA,12296,22504,23092,32045,39395
"1389","Kud4041","Kud2901","Kudchi","29_01",74.855056,16.628416,NA,NA,NA,NA,NA,NA,13223,22420,25468,33576,39384
"1390","Sed4530","Sed2720","Sedam","27_20",73.562411,19.695905,NA,NA,NA,NA,NA,NA,11496,22107,23270,31539,39341
"1391","Bal8017","Bal2416","Balasinor","24_16",73.335058,22.957744,NA,NA,NA,NA,11600,13100,18444,24269,29596,33705,39330
"1392","Kam2976","Kam2912","Kampli","29_12",76.5998,15.4062,NA,NA,NA,NA,NA,NA,16537,27110,31788,35380,39307
"1393","Jog17268","Jog1007","Jogabani","10_07",87.259182,26.396635,NA,NA,NA,NA,NA,NA,14765,19428,22495,29991,39281
"1394","Mat40230000","Mat3202","Mattannur","32_02",75.56667,11.91667,NA,NA,NA,NA,NA,NA,NA,NA,40500,44300,39261
"1395","Sol12942","Sol209","Solan","02_09",77.1049,30.9089,NA,NA,NA,NA,NA,NA,10292,19793,21751,34206,39256
"1396","Sir8847","Sir819","Sirohi","08_19",72.862395,24.887202,NA,NA,NA,NA,NA,12000,10270,25674,28117,35544,39229
"1397","Bha13220","Bha113","Bhalwal","01_13",74.813046,32.844504,NA,NA,NA,NA,NA,NA,NA,10985,11686,37218,39229
"1398","Gho16464","Gho962","Ghosi","09_62",83.544935,26.117885,NA,NA,NA,NA,NA,NA,18604,27553,30075,38833,39165
"1399","Sum9283","Sum938","Sumerpur","09_38",80.158311927,25.8257719753999,NA,NA,NA,NA,NA,NA,11315,15715,18354,24661,39132
"1400","Puk9524","Puk933","Pukhrayan","09_33",79.83705,26.226743,NA,NA,NA,NA,NA,NA,13860,19426,21568,31324,39105
"1401","Kam13553","Kam1918","Kamarpol","19_18",88.184942,22.246402,NA,NA,NA,NA,NA,NA,16659,27185,28768,33666,39070
"1402","Pon3011","Pon3001","Ponda","30_01",74.006465,15.40066,NA,NA,NA,NA,NA,NA,17078,20826,22537,30892,39049
"1403","Rev15901","Rev1017","Revelganj","10_17",84.6527,25.7827,NA,NA,NA,NA,NA,NA,14269,21953,27075,34042,39039
"1404","Lak14471","Lak1907","Lakshminathpur","19_07",88.548816,24.12201,NA,NA,NA,NA,NA,NA,14605,26489,28393,34909,39012
"1405","Bel13377","Bel2102","Belpahar","21_02",83.849246,21.82313,NA,NA,NA,NA,NA,NA,16935,22885,24607,32826,38993
"1406","Dha13816","Dha1911","Dhania","19_11",88.541119,22.914093,NA,NA,NA,NA,NA,NA,24019,37231,39190,34913,38925
"1407","Gir14606","Gir1907","Giria","19_07",88.078339,24.517726,NA,NA,NA,NA,NA,NA,15113,24732,26662,30634,38918
"1408","Thu817","Thu3315","Thuvakudi","33_15",78.8109,10.7602,NA,NA,NA,NA,NA,NA,18540,24720,33241,35428,38887
"1409","Dwa7520","Dwa2410","Dwarka","24_10",68.970939,22.2426,NA,NA,NA,NA,10900,NA,NA,26711,27824,33626,38873
"1410","Pai16766","Pai609","PaithanKawai","06_09",76.668216,29.405741,NA,NA,NA,NA,NA,NA,13017,20419,23128,27541,38829
"1411","Sug17881","Sug1002","Sugauli","10_02",84.742164,26.770511,NA,NA,NA,NA,NA,NA,NA,21891,23973,31432,38815
"1412","Rah5983","Rah2726","Rahuri","27_26",74.649333,19.390879,NA,NA,NA,NA,NA,NA,16130,23721,28408,34476,38813
"1413","Noo12037","Noo903","Noorpur","09_03",78.407,29.1493,NA,NA,NA,NA,NA,NA,11985,21790,22235,33590,38806
"1414","Jag15419","Jag1029","Jagdishpur","10_29",84.4189,25.4673,NA,NA,NA,NA,NA,NA,13107,21662,25281,33438,38777
"1415","Kam6860","Kam2422","Kamrej","24_22",72.957205,21.269084,NA,NA,NA,NA,NA,NA,14017,20473,22197,28665,38666
"1416","Kai","Kai1604","KailasaharNP","16_04",91.999288,24.318641,NA,NA,NA,NA,NA,NA,15697,32727,34879,33592,38624
"1417","Nay7032","Nay2116","Nayagarh","21_16",85.0975,20.1292,NA,NA,NA,NA,NA,NA,11854,23888,25789,33138,38606
"1418","Ham9339","Ham938","Hamirpur","09_38",80.1482448554999,25.9577580791,NA,NA,NA,NA,NA,NA,21569,26826,28886,34559,38513
"1419","Raj6725","Raj2413","Rajula","24_13",71.443105,21.038881,NA,NA,NA,NA,NA,10670,15233,24180,26571,32395,38489
"1420","Bod14665","Bod1035","BodhGaya","10_35",84.99204,24.697612,NA,NA,NA,NA,NA,NA,NA,18451,21692,30857,38439
"1421","Bra6339","Bra2713","Brahmapuri","27_13",79.861025,20.610889,NA,NA,NA,NA,NA,NA,13837,25739,28495,33278,38430
"1422","She5919","She2726","Shevgaon","27_26",75.221647,19.354141,NA,NA,NA,NA,NA,NA,12165,22118,24041,30562,38375
"1423","Chi40210000","Chi3202","Chirakkal","32_02",75.36667,11.88333,NA,NA,NA,NA,NA,NA,NA,NA,NA,43300,38352
"1424","Jal16692","Jal948","Jalalpur","09_48",82.738559,26.313342,NA,NA,NA,NA,NA,10010,17237,26052,27988,34216,38348
"1425","Ban13542","Ban1918","Bantra","19_18",88.521886,22.206775,NA,NA,NA,NA,NA,NA,17710,24625,26681,29639,38331
"1426","Moh15665","Moh965","Mohammadabad","09_65",83.756379,25.619378,NA,NA,NA,NA,NA,NA,NA,22852,26721,30261,38328
"1427","Chi3770","Chi2901","Chikodi","29_01",74.587057,16.429658,NA,NA,NA,NA,10100,13800,15041,22789,27279,32823,38307
"1428","Kha10956","Kha806","Khairthal","08_06",76.6397,27.7997,NA,NA,NA,NA,NA,NA,15535,22514,22741,32005,38298
"1429","Ghu6108","Ghu2713","Ghugus","27_13",79.11127,19.937534,NA,NA,NA,NA,NA,NA,17457,28597,32129,35947,38288
"1430","Sha11515","Sha905","Shahabad","09_05",79.0084,28.5663,NA,NA,NA,NA,NA,NA,32967,51511,53657,32370,38276
"1431","Pat14097","Pat2004","Patratu","20_04",85.30709,23.662684,NA,NA,NA,NA,NA,NA,24105,35634,38154,36779,38246
"1432","Sup16307","Sup1013","Supaul","10_13",86.2490134938999,25.9478226071,NA,NA,NA,NA,NA,NA,11071,17799,20146,29338,38224
"1433","Mau9219","Mau945","MauAima","09_45",81.922479,25.695753,NA,NA,NA,NA,NA,NA,13703,17107,19010,32272,38223
"1434","Ind4605","Ind2903","Indi","29_03",75.95256,17.179394,NA,NA,NA,NA,NA,NA,11531,21353,25121,31482,38217
"1435","Bid11045","Bid804","Bidasar","08_04",74.314786,27.8334,NA,NA,NA,NA,NA,NA,NA,17814,23256,30107,38156
"1436","Sik7776","Sik2410","Sikka","24_10",69.833304,22.430784,NA,NA,NA,NA,NA,NA,13458,22266,23847,29878,38138
"1437","Jal10619","Jal917","Jalesar","09_17",78.304105,27.471436,14400,13300,NA,11200,12800,13400,21914,30216,31524,39050,38130
"1438","Raj10411","Raj806","Rajgarh","08_06",76.624314,27.236517,11100,NA,NA,NA,NA,10450,25825,44842,51441,34848,38097
"1439","Bal5836","Bal2715","Balirampur","27_15",77.325511,19.115309,NA,NA,NA,NA,NA,NA,12790,19787,21199,28145,38076
"1440","Amb147","Amb3329","Ambasamudram","33_29",77.449733,8.703463,12780,13150,13110,14130,15250,16980,16279,33068,35989,35123,38064
"1441","Sha13115","Sha204","Shamshi","02_04",77.132237,31.906734,NA,NA,NA,NA,NA,NA,14514,23039,23785,33682,38046
"1442","Dub14216","Dub1908","Dubrajpur","19_08",87.376982,23.791715,NA,NA,NA,NA,10900,12300,17431,25634,26983,32752,38041
"1443","Kam10825","Kam807","Kaman","08_07",77.26782,27.652686,12100,NA,NA,NA,NA,NA,12327,22013,24190,30793,38040
"1444","Jay1032","Jay3317","Jayankondam","33_17",79.364029,11.212507,NA,NA,NA,NA,10900,11900,18022,31361,31783,35247,38038
"1445","Kok17542","Kok1801","Kokrajhar","18_01",90.272119,26.405559,NA,NA,NA,NA,NA,NA,13154,28379,29575,33197,38029
"1446","Par6402","Par2425","Pardi","24_25",72.944684,20.508465,NA,NA,NA,NA,NA,10010,20487,30106,31183,36772,38008
"1447","Jal13367","Jal2108","Jaleswar","21_08",87.222441,21.803752,NA,NA,NA,NA,NA,NA,15323,25781,26737,31782,38003
"1448","Wad4528","Wad2904","Wadi","29_04",76.9911,17.055,NA,NA,NA,NA,NA,NA,19810,27901,28183,30012,37988
"1449","Ukh15136","Ukh1408","Ukhrul","14_08",94.363048,25.101789,NA,NA,NA,NA,NA,NA,NA,13883,14570,25747,37972
"1450","And480","And3325","AndipattiJakkampatti","33_25",77.6201,9.99871,NA,NA,NA,NA,NA,NA,13444,21586,26809,31691,37967
"1451","Pan13862","Pan1912","Pandua","19_12",88.2783,23.077,NA,NA,NA,NA,NA,NA,18366,26665,28457,31903,37952
"1452","Tas4543","Tas2735","Tasgaon","27_35",74.603258,17.037265,11000,NA,NA,11100,11600,13000,16421,26485,29392,33457,37945
"1453","Aga8338","Aga2322","Agar","23_22",76.016366,23.712007,10500,NA,NA,NA,NA,10400,12045,18530,23648,31207,37917
"1454","Kul14742","Kul1907","Kuli","19_07",87.966718,24.741672,NA,NA,NA,NA,NA,NA,15697,25902,29443,29986,37864
"1455","Pen5739","Pen2724","Pen","27_24",73.093477,18.737288,NA,NA,NA,NA,NA,NA,12089,17778,21588,30201,37852
"1456","Mar16281","Mar1017","Marhaura","10_17",84.8642,25.9733,NA,NA,NA,NA,NA,NA,14044,21719,26170,31304,37827
"1457","Pam94","Pam3327","Pamban","33_27",79.237086,9.286272,NA,NA,NA,NA,NA,NA,15398,20260,27283,30926,37819
"1458","Gha12424","Gha606","Gharaunda","06_06",76.970055,29.536357,NA,NA,NA,NA,NA,NA,11229,19032,21147,30172,37816
"1459","Sat1249","Sat3310","Sathyamangalam","33_10",77.241347,11.503407,NA,NA,NA,NA,NA,14100,16451,31040,32417,33722,37816
"1460","Tir1922","Tir3306","Tiruvethipuram","33_06",79.542304,12.658035,NA,NA,10400,12100,12600,14500,18968,26715,31210,35201,37802
"1461","SMy2722","SMy2820","SMydukur","28_20",78.732976,14.720609,NA,NA,NA,NA,NA,NA,15347,22214,24222,31838,37800
"1462","Muv40824000","Muv3208","Muvattupuzha","32_08",76.56667,9.966666,NA,NA,NA,NA,10200,22900,22100,25300,27600,29200,37757
"1463","San14045","San1602","Santirbazar","16_02",91.5684,23.3018,NA,NA,NA,NA,NA,NA,18906,29313,30126,32790,37752
"1464","Sat6442","Sat2908","Satana","29_08",75.384179,15.721095,NA,NA,NA,NA,NA,11110,14991,20821,27666,32561,37701
"1465","Kal30","Kal3330","Kallukuttam","33_30",77.250675,8.193707,NA,NA,NA,NA,NA,NA,NA,16637,19145,33641,37682
"1466","Par6525","Par2703","Parola","27_03",75.119649,20.880016,13500,14200,12100,12300,15300,15700,16786,24328,29191,34799,37666
"1467","Gid2930","Gid2818","Giddaluru","28_18",78.924862,15.37646,NA,NA,NA,NA,NA,NA,11978,22160,25767,29528,37644
"1468","Che991","Che3312","Chettipalayam","33_12",77.373783,11.069952,NA,NA,NA,NA,NA,NA,NA,NA,NA,20184,37620
"1469","Akb15224","Akb1022","Akbarnagar","10_22",86.833798,25.237184,NA,NA,NA,NA,NA,NA,NA,17475,20811,30165,37611
"1470","Mal1704","Mal2922","Malavalli","29_22",77.0594,12.3857,NA,NA,NA,NA,NA,12100,16324,25114,29822,35851,37601
"1471","Jha8646","Jha832","Jhalrapatan","08_32",76.1728,24.5419,NA,NA,NA,NA,NA,NA,11764,18673,23067,30103,37506
"1472","Zir13031","Zir311","Zira","03_11",74.9905,30.9701,NA,NA,NA,NA,NA,NA,14240,20638,23722,31783,37498
"1473","Pal4598","Pal2735","Palus","27_35",74.45765,17.092982,NA,NA,NA,NA,NA,NA,14022,25052,25757,30451,37492
"1474","Kol236","Kol3212","Kollamula","32_12",76.8821999999999,9.43582999999999,NA,NA,NA,NA,NA,NA,25582,35938,39434,38546,37476
"1475","Kan6194","Kan2214","Kanker","22_14",81.4909,20.278,NA,NA,NA,NA,NA,NA,12753,18218,20702,31385,37442
"1476","San2849","San2912","Sandur","29_12",76.546,15.0869,NA,NA,NA,NA,NA,NA,10088,17698,24634,27614,37431
"1477","Kan2947","Kan2818","Kanigiri","28_18",79.503039,15.406406,NA,NA,NA,NA,NA,NA,15980,24212,27204,31122,37420
"1478","Don6580","Don2209","Dongargarh","22_09",80.756363,21.18827,NA,NA,NA,NA,NA,12600,16887,27684,31459,34441,37372
"1479","Phu7042","Phu2121","Phulabani","21_21",84.225929,20.481575,NA,NA,NA,NA,NA,NA,13849,20366,27154,33890,37371
"1480","Mor6753","Mor2707","Morshi","27_07",78.013864,21.340281,NA,NA,NA,NA,10600,10780,16283,24303,28571,33607,37333
"1481","Nee16","Nee3330","Neendakara-B","33_30",77.365554,8.128525,NA,NA,NA,NA,NA,NA,22859,27214,30000,33925,37307
"1482","Pil12326","Pil802","Pilibanga","08_02",74.079746,29.489885,NA,NA,NA,NA,NA,NA,13704,24471,26140,33608,37288
"1483","Jal17218","Jal1013","Jale","10_13",85.7288,26.387838,NA,NA,NA,NA,NA,NA,14785,21428,24076,29393,37256
"1484","Umr7834","Umr2415","Umreth","24_15",73.115619,22.698812,15600,13700,14100,14800,17000,18700,24961,29654,32917,35513,37230
"1485","Sin4353","Sin2903","Sindgi","29_03",76.2363,16.9185,NA,NA,NA,NA,NA,NA,12299,15374,16183,27732,37226
"1486","Chu14736","Chu969","Chunar","09_69",82.882556,25.12775,10000,10100,NA,NA,NA,NA,18430,23628,27778,33933,37185
"1487","Bap3922","Bap2816","Bapulapadu","28_16",80.969402,16.648011,NA,NA,NA,NA,NA,NA,21255,28537,31669,35599,37158
"1488","Sur1236","Sur3310","Suriyampalayam","33_10",77.660877,11.39847,NA,NA,NA,NA,NA,NA,10260,15129,17926,29627,37135
"1489","Shi5760","Shi2725","Shirur","27_25",74.374742,18.827122,NA,NA,NA,NA,NA,NA,11179,16201,18410,26999,37111
"1490","Ash4472","Ash2735","Ashta","27_35",74.409323,16.947713,12500,NA,NA,11300,10000,12400,NA,26262,27405,33203,37105
"1491","Bag9899","Bag812","Bagru","08_12",75.542795,26.808731,NA,NA,NA,NA,NA,NA,12745,17069,18868,26534,37079
"1492","Bah11419","Bah904","Bahjoi","09_04",78.623034,28.392109,NA,NA,NA,NA,NA,NA,10930,16073,21723,30000,37037
"1493","Bah13576","Bah1915","Bahirgram","19_15",87.742702,22.391051,NA,NA,NA,NA,NA,NA,14675,23125,26224,31149,36998
"1494","Bah17096","Bah1008","Bahadurganj","10_08",87.824613,26.260302,NA,NA,NA,NA,NA,NA,11991,19034,21123,28118,36993
"1495","Lun8068","Lun2417","Lunawada","24_17",73.610144,23.128029,10300,NA,10000,11900,12900,14800,17630,27123,27962,33369,36954
"1496","Nok14940","Nok1032","Nokha","10_32",84.1188,25.1056,NA,NA,NA,NA,NA,NA,15003,22584,26199,30563,36948
"1497","Nab6143","Nab2128","Nabarangapur","21_28",82.5489,19.2314,NA,NA,NA,NA,NA,NA,11427,23302,26243,32077,36945
"1498","Dal16369","Dal1904","Dalkhola","19_04",87.841588,25.875072,NA,NA,NA,NA,NA,NA,NA,15457,16454,16103,36930
"1499","Bin9392","Bin942","Bindki","09_42",80.574543,26.035872,NA,NA,NA,NA,10500,12400,10391,21647,29484,34200,36926
"1500","Kan14696","Kan1907","Kankuria","19_07",87.966704,24.658687,NA,NA,NA,NA,NA,NA,NA,20029,22010,27513,36925
"1501","Mal10143","Mal925","Mallawan","09_25",80.148,27.0452,NA,NA,NA,NA,NA,NA,NA,20323,26922,31860,36915
"1502","Pat5860","Pat2717","Pathri","27_17",76.433825,19.256158,NA,NA,NA,NA,NA,NA,11701,16480,20466,32001,36853
"1503","Vem5377","Vem2803","Vemulawada","28_03",78.867278,18.466827,NA,NA,NA,NA,NA,NA,14185,26800,29443,32379,36824
"1504","Pip9778","Pip815","PiparCity","08_15",73.538869,26.385485,NA,NA,NA,NA,NA,11300,14249,20955,27828,32735,36810
"1505","Moh14939","Moh1031","Mohania","10_31",83.620152,25.169275,NA,NA,NA,NA,NA,NA,11191,16141,18392,27605,36778
"1506","Lak2863","Lak2908","Lakshmeshwar","29_08",75.469926,15.127014,12900,NA,10500,10700,10400,13400,14758,25444,28784,33417,36754
"1507","Mak14936","Mak1033","Makhdumpur","10_33",84.971617,25.067183,NA,NA,NA,NA,NA,NA,11325,20972,22138,30109,36739
"1508","Pak11728","Pak904","Pakbara","09_04",78.6748,28.825489,NA,NA,NA,NA,NA,NA,NA,14744,16026,24797,36728
"1509","Kum1204","Kum2910","Kumta","29_10",74.419015,14.425594,NA,NA,10700,11000,12500,14900,16136,23385,26181,34499,36719
"1510","Yaw6662","Yaw2703","Yawal","27_03",75.697546,21.168157,NA,NA,NA,NA,NA,NA,13777,25049,28741,31803,36706
"1511","Rob14593","Rob970","Robertsganj","09_70",83.065527,24.686286,NA,NA,NA,NA,NA,NA,13458,18692,20769,32243,36689
"1512","Til6901","Til2211","TildaNewra","22_11",81.802686,21.554068,NA,NA,NA,NA,NA,NA,13433,22345,22655,29672,36682
"1513","Tha12463","Tha902","ThanaBhawan","09_02",77.417135,29.5876,NA,NA,NA,NA,NA,NA,10104,18711,25577,31161,36669
"1514","Ell12295","Ell611","Ellenabad","06_11",74.66497,29.453225,NA,NA,NA,NA,NA,NA,15939,20973,22312,32795,36623
"1515","San12690","San802","Sangaria","08_02",74.463932,29.795003,NA,NA,NA,NA,NA,NA,16861,22481,25290,34537,36619
"1516","Sha10662","Sha812","Shahpura","08_12",75.9671,27.3909,10900,11100,11700,12600,14200,14400,19240,26557,28702,30411,36615
"1517","Soh11333","Soh618","Sohna","06_18",77.064561,28.247937,NA,NA,NA,NA,NA,NA,10299,14713,16348,27570,36552
"1518","Gul3347","Gul2902","Guledgudda","29_02",75.7907,16.0509,16200,15300,14100,16800,18400,22000,15395,26846,32822,36850,36538
"1519","Pat41202000","Pat3212","Pathanamthitta","32_12",76.76667,9.266666,NA,NA,NA,NA,NA,NA,NA,32900,35900,37800,36531
"1520","Mih11147","Mih950","MihiPurwa","09_50",81.368409,28.037871,NA,NA,NA,NA,NA,NA,12527,20250,22099,27512,36528
"1521","Pat6882","Pat2110","Pattamundai","21_10",86.561821,20.58002,NA,NA,NA,NA,NA,NA,16178,25680,28220,32730,36528
"1522","Kod554","Kod3313","Kodaikanal","33_13",77.502763,10.240677,NA,NA,NA,NA,NA,11000,13290,20446,27423,32969,36501
"1523","Ich6931","Ich2811","Ichchapuram","28_11",84.6845,19.1131,10000,NA,NA,10400,11200,14400,18210,26392,29654,32662,36493
"1524","Dar6478","Dar2707","DaryapurBanosa","27_07",77.324417,20.925109,NA,NA,NA,NA,11700,18100,18437,27935,30596,34397,36463
"1525","Cha40703000","Cha3207","Chavakkad","32_07",76.03333,10.51667,NA,NA,NA,NA,NA,NA,NA,NA,NA,38100,36460
"1526","Gau16855","Gau960","GauraBarhaj","09_60",83.720658,26.277217,10100,12300,12500,14300,14600,16400,19541,29732,32462,39834,36459
"1527","Mun7334","Mun2207","Mungeli","22_07",81.6893,22.067,NA,NA,NA,NA,NA,NA,16176,23443,26340,31613,36450
"1528","Bad7996","Bad2321","Badnagar","23_21",75.378444,23.047884,10900,NA,NA,10600,12000,15300,16796,26660,28667,34088,36438
"1529","Pur5844","Pur2717","Purna","27_17",77.023442,19.182975,NA,NA,NA,NA,NA,10120,14072,22697,28836,33225,36433
"1530","Khu13775","Khu2014","Khunti","20_14",85.2809,23.0756,NA,NA,NA,NA,NA,NA,15796,22248,24183,29282,36390
"1531","Che40808000","Che3208","Chendamangalam","32_08",76.2,10.16667,NA,NA,NA,NA,NA,NA,NA,25900,26900,28100,36338
"1532","Nag10584","Nag807","Nagar","08_07",77.099866,27.42319,NA,NA,NA,NA,NA,NA,11132,22375,23093,30209,36298
"1533","Nar3095","Nar2720","Nargund","27_20",74.199525,20.593779,10500,NA,NA,NA,NA,NA,14589,23531,29944,32561,36291
"1534","Chi14030","Chi2004","Chitarpur","20_04",85.654871,23.573796,NA,NA,NA,NA,NA,NA,12752,24477,25737,33101,36238
"1535","khu17477","khu1005","khutauna","10_05",86.397586,26.501102,NA,NA,NA,NA,NA,NA,12115,20167,21771,27997,36176
"1536","Nil5219","Nil2728","Nilanga","27_28",76.747792,18.129441,NA,NA,NA,NA,NA,NA,14443,23295,24883,31662,36172
"1537","Nah18333","Nah1204","Naharlagun","12_04",93.691959,27.102816,NA,NA,NA,NA,NA,NA,NA,13938,14369,27020,36158
"1538","Bar17054","Bar1030","Barhampur","10_30",84.276458,25.578668,NA,NA,NA,NA,NA,NA,14950,21226,22929,30257,36139
"1539","Aus5228","Aus2728","Ausa","27_28",76.499575,18.247182,NA,NA,NA,NA,NA,NA,NA,19144,23246,30876,36118
"1540","Rag16270","Rag1016","Raghunathpur","10_16",84.2753110061999,26.0017983356999,NA,NA,NA,NA,NA,NA,NA,17693,20459,27181,36081
"1541","Mah3720","Mah2902","Mahalingpur","29_02",75.109829,16.389569,NA,NA,NA,NA,NA,10340,15656,20072,26067,30858,36055
"1542","Mal9612","Mal822","Malpura","08_22",75.3734,26.2885,NA,NA,NA,NA,NA,NA,13054,20721,23643,27360,36028
"1543","Pih10776","Pih925","Pihani","09_25",80.205512,27.620496,NA,NA,NA,NA,13200,10400,NA,16375,21047,27545,36014
"1544","Shi6116","Shi2726","Shirdi","27_26",74.4768,19.7659,NA,NA,NA,NA,NA,NA,NA,14524,15129,26184,36004
"1545","Ama1127","Ama325","Amarambalam","32_05",76.2995339205999,11.2437807712,NA,NA,NA,NA,NA,NA,14595,26536,26804,31928,35975
"1546","San17507","San1806","Saniadi","18_06",91.484137,26.274842,NA,NA,NA,NA,NA,NA,58542,92995,96942,29580,35958
"1547","Tar2344","Tar2917","Tarikere","29_17",75.813771,13.706283,10200,NA,NA,NA,NA,12400,12204,23929,25364,34066,35942
"1548","Mok18036","Mok1303","Mokokchung","13_03",94.508627,26.32094,NA,NA,NA,NA,NA,NA,15289,22819,24803,31214,35913
"1549","Par5979","Par2718","Partur","27_18",76.214503,19.597911,NA,NA,NA,NA,NA,NA,14380,21463,23818,29012,35883
"1550","Ban5291","Ban2802","Banswada","28_02",77.878311,18.380322,NA,NA,NA,NA,NA,NA,19126,24545,26064,28830,35878
"1551","Huz4225","Huz2808","Huzurnagar","28_08",79.869719,16.898367,NA,NA,NA,NA,NA,NA,10579,20743,27289,33559,35850
"1552","Nal14514","Nal1908","Nalhati","19_08",87.8381,24.2946,NA,NA,NA,NA,NA,NA,12266,21690,23074,28755,35834
