ID,Name,ID_REG,Country,Lat,Long,1840,1856,1897,1926,1939,1959,1970,1979,1989,2002,2010
AR49401,Veliki Novgorod,RUS43,Russia,58.51666667,31.28333333,14936,12758,25736,31100,40000,62909,132279,196300,243015,233320,228336
AUA16108,Krementchouk,UKR18,Ukraine,49.07,33.42,17087,20030,63007,57331,89723,92810,166083,209616,236495,233239,227611
AUA09106,Ivano-Frankivsk,UKR10,Ukraine,48.92,24.71,0,0,0,0,65000,66456,104971,149747,214021,218435,224401
AR80439,salavat,RUS07,Russia,53.36666667,55.93333333,0,0,0,0,21800,107300,168100,194200,219500,228795,222327
AR14440,staryjoskol,RUS08,Russia,51.3,37.83333333,0,0,15617,20000,10900,27500,51500,114900,173900,215898,221163
AUA19115,Ternopil,UKR21,Ukraine,49.55,25.61,0,0,0,0,50000,52245,84663,143625,204845,227035,217577
ABE06102,Babrouisk,BEL00,Belarus,53.15,29.23,20710,17103,34336,39280,84078,97530,137536,192207,221166,220760,215378
AR46204501,balashiha,RUS40,Russia,55.8,37.95,0,0,0,10748,36749,94744,118467,137817,151591,171157,215353
AR10401,Blagoveschensk,RUS04,Russia,50.28333333,127.5333333,0,0,32834,57200,58800,94700,127800,172000,205600,219221,214397
AUZ03103,Kokand,OUZ00,Uzbekistan,40.53,70.94,0,0,81354,69000,85000,105082,133131,152776,182073,199354,210794
AUA03107,Loutsk,UKR04,Ukraine,50.75,25.33,0,0,15804,29278,38600,57305,96493,141070,197724,207511,210775
AR01405,bijsk,RUS02,Russia,52.51666667,85.16666667,0,0,17213,45500,80200,150909,190487,216527,239183,231172,210055
AGE04108,Koustaisi,GEO00,Georgia,42.26,42.72,0,0,32476,45754,80924,139778,177509,211955,256150,202806,209600
AUA10102,Bila Tserkva,UKR12,Ukraine,49.78,30.12,0,0,0,42111,47369,70633,108545,151318,196878,200693,209250
ATU06102,Mary,TUR00,Turkmenistan,37.6,61.83,0,0,0,0,0,0,0,74481,92290,152933,208682
AKA11104,Kyzylorda,KAZ004,Kazakhstan,44.85,65.51,0,0,0,23574,47000,69141,131186,168505,167160,175011,207557
AR36435,syzranj,RUS59,Russia,53.16666667,48.46666667,12977,17837,32383,48800,77900,182200,207300,208300,210377,213443,206017
ATA05101,Khoutchand / leninabad,TAD00,Tajikistan,40.28,69.63,0,0,30109,37000,46000,109532,144305,178126,213105,207827,205000
AR58401,Pskov,RUS54,Russia,57.81666667,28.33333333,10099,16329,30478,40400,60000,81300,126700,175700,203800,202780,203281
AKA15103,Petropavlovsk,KAZ001,Kazakhstan,54.88,69.16,0,0,19688,47000,92000,131453,172911,206559,241360,196725,201446
AR78415,Rybinsk,RUS79,Russia,58.05,38.83333333,0,0,25290,53900,139200,181700,218300,238600,251400,222653,200771
AR63407,Balakovo,RUS60,Russia,52,47.8,0,0,16000,19100,23000,36400,103500,151600,197400,200470,199573
AR75442,miass,RUS66,Russia,55,60.1,0,0,16100,19400,32200,129900,168800,196000,217900,205564,195217
AR11430,severodvinsk,RUS05,Russia,64.56666667,39.81666667,0,0,0,0,21300,78700,144700,197200,248700,201551,192265
AUZ06101,Navoi,OUZ00,Uzbekistan,40.08,65.38,0,0,0,0,0,0,0,84277,123915,160972,189092
AR03405,Armavir,RUS33,Russia,45,41.11666667,0,0,18113,74400,83700,111000,145400,161500,161000,193964,188897
AR65456,krasnotursk,RUS63,Russia,59.76666667,60.2,0,0,14500,53214,97839,210000,197300,199200,208500,195898,188200
AR65480,pervouralsk,RUS63,Russia,56.91666667,59.95,0,0,0,19000,76000,145300,175700,192100,208000,194944,186445
AR60412,volgodonsk,RUS55,Russia,47.51666667,42.15,0,0,0,0,0,25600,41100,106700,190900,181438,185650
ALI03102,Klaip_da,LIT00,Lithuania,55.72,21.12,0,0,0,0,0,89923,140012,175834,204248,191899,182752
ABE03116,Polatsk,BEL00,Belarus,55.49,28.8,10283,11967,20294,21455,29577,46189,104296,138262,169536,185678,181803
AKA12101,Aktau,KAZ006,Kazakhstan,43.65,51.2,0,0,0,0,0,0,63366,118186,169948,163128,181780
AR64401,Ioujno-Sakhalinsk,RUS58,Russia,46.95,142.7333333,0,0,0,0,0,89891,111911,147909,159300,175085,181727
AUA05148,Torez,UKR06,Ukraine,48.04,38.59,0,0,0,0,92835,242183,236847,239529,249772,205720,180031
AR30401,Petropavlovsk-Kamtchatski,RUS23,Russia,53.01666667,158.65,0,0,0,17000,35400,85600,163403,225797,280687,198028,179526
AKA06101,Atyrau/guriev,KAZ006,Kazakhstan,47.12,51.88,0,0,0,12000,41000,94941,136674,153533,166146,159901,178341
AR04429,Norilsk,RUS34,Russia,69.33333333,88.21666667,0,0,0,0,14000,114567,149534,231823,265430,220602,175301
AR75412,zlatoust,RUS66,Russia,55.16666667,59.66666667,0,11605,20502,47700,99400,161300,180500,197800,207800,194551,174985
AR65436,kamenskural,RUS63,Russia,56.4,61.93333333,0,0,0,0,50900,141000,169300,187400,207800,186153,174710
AUA12135,Stakhanov/Brianka,UKR14,Ukraine,48.56,38.65,0,0,0,43927,174597,226845,253314,239626,244209,195887,173417
AUA04113,Nikopol',UKR05,Ukraine,47.57,34.4,0,0,0,14209,78410,117414,171309,195982,211999,184860,172617
AR60427,novcherkask,RUS55,Russia,47.43333333,40.08333333,17846,17910,51963,56400,75900,123139,172668,196717,201173,184470,169039
ABE02101,Baranabitchi,BEL00,Belarus,53.13,26.03,0,0,0,0,27400,58064,101472,130647,159315,168119,168666
AUA13111,Drogobitch,UKR15,Ukraine,49.35,23.5,0,0,0,0,89000,83404,123753,150065,173136,168674,164097
AR46438,kolomna,RUS40,Russia,55.08333333,38.78333333,12830,13830,20277,30600,96480,117785,135900,147300,161900,167635,162854
AR57408,Berezniki,RUS52,Russia,59.41666667,56.78333333,0,0,0,28600,60546,117900,155700,193300,207700,179221,162206
AR05414,Nakhodka,RUS53,Russia,42.81666667,132.8666667,0,0,0,0,0,69480,111575,150697,185233,177133,159695
AR05423,ussurijsk,RUS53,Russia,43.8,131.95,0,0,10900,32100,71900,104300,128200,146800,158000,157759,157946
AUA08109,Melitopol,UKR09,Ukraine,46.84,35.37,0,0,15489,25249,75748,94670,136860,160664,173385,160370,157626
AR79401,majkop,RUS33,Russia,44.6,40.08333333,0,0,34327,52500,55900,86806,117277,135824,158138,167433,154978
AUZ12109,Almalyk,OUZ00,Uzbekistan,40.84,69.6,0,0,0,0,0,40480,103684,126701,145466,149569,152535
AR82410,derbent,RUS13,Russia,42.06666667,48.3,0,13870,14649,23100,38400,54100,67600,82200,100100,127377,150632
AUZ04101,Djizzak,OUZ00,Uzbekistan,40.12,67.84,0,0,0,0,0,0,0,69501,106087,131665,150382
AR18415,kamyshin,RUS76,Russia,50.08333333,45.4,0,10438,34064,37600,39417,76200,120900,139500,152800,158737,148269
ABE04110,Mazyr,BEL00,Belarus,52.05,29.27,0,0,0,15638,27246,41368,72721,106868,141234,148955,147812
AUA01109,Kertch,UKR01,Ukraine,45.36,36.47,0,12660,34785,34624,104443,98769,127608,156827,174365,156148,147269
AR01416,rubcovsk,RUS02,Russia,51.51666667,81.2,0,0,0,0,38000,111400,145000,157100,171800,163063,147008
ABE07101,Barysau,BEL00,Belarus,54.23,28.49,0,0,15063,23954,49108,59280,84112,111672,143792,150520,146910
AKA09103,Zhezkazgan,KAZ001,Kazakhstan,47.78,67.77,0,0,0,0,0,43918,95357,138268,167538,150388,146332
AR92405,Almetevsk,RUS65,Russia,54.9,52.3,0,0,0,0,0,50900,87100,109600,129000,140437,146309
AAR08102,Gyoumri,ARM00,Armenia,40.79,43.85,0,11600,30616,38433,67729,108446,164966,206613,122587,150410,146300
AR17425,kovrov,RUS75,Russia,56.35,41.31666667,0,0,14571,25900,67100,98600,123300,142900,159900,155499,145492
